ID,V1,V2,V3,QnWeight_initial,PC1_cov,Prop_Qn_Weight_Loss,Survived_eclosion,Days_wrkr_eclosion_minus20,Cmass_eclosion,Survived_e_6wks,Cmass_6wks,Prop_gr_1_2
342,0,0,0,14.1,0.073420227,0.482269504,1,2,8.6,NA,NA,NA
343,0,0,0,14.5,0.038368956,0.627586207,1,4,6.1,NA,NA,NA
344,0,0,0,16.3,-0.005512946,NA,1,NA,NA,NA,NA,NA
345,0,1,0,15.2,0.063535442,0.605263158,1,3,6.8,NA,NA,NA
346,0,0,0,16.4,0.041699401,0.426829268,1,1,11.7,1,68.2,5.829059829
347,0,0,0,14.1,-0.030567701,0.496453901,1,6,8.9,NA,NA,NA
348,0,0,0,15.2,0.018922622,NA,0,NA,NA,NA,NA,NA
349,0,0,0,15.2,0.020665068,0.460526316,1,5,9,NA,NA,NA
350,0,0,0,14.5,0.005593123,NA,0,NA,NA,NA,NA,NA
351,0,0,0,14.8,0.047289108,0.459459459,1,0,10.4,NA,NA,NA
352,0,0,0,13.8,-0.00637093,0.536231884,1,1,9.4,1,13.4,1.425531915
353,0,0,0,14.5,-0.006915888,0.510344828,1,0,10.2,NA,NA,NA
354,0,1,0,13.1,NA,NA,1,NA,NA,NA,NA,NA
355,0,0,0,14.6,-0.075901224,0.52739726,1,0,10.5,NA,NA,NA
356,0,0,0,14.6,-0.013570022,0.445205479,1,2,10.7,NA,NA,NA
357,0,0,0,13.3,-0.048757715,0.526315789,1,0,6.2,NA,NA,NA
358,0,0,0,16.6,-0.046887433,0.463855422,1,0,13,NA,NA,NA
359,0,0,0,16.1,-0.020098741,0.52173913,1,1,9.9,NA,NA,NA
360,0,0,0,15.3,0.040971898,0.562091503,1,0,11.1,NA,NA,NA
361,0,1,0,14.4,0.035306304,NA,0,NA,NA,NA,NA,NA
362,0,0,0,14.4,0.005757721,0.465277778,1,2,10.6,1,67,6.320754717
363,0,0,0,13.6,-0.071388672,0.463235294,1,1,9.8,NA,NA,NA
364,0,0,0,15.4,-0.011461681,NA,0,NA,NA,NA,NA,NA
365,0,0,0,16.4,0.024811695,0.43902439,1,1,14,NA,NA,NA
366,0,0,0,13.6,NA,0.639705882,1,0,8.8,NA,NA,NA
367,0,0,0,15.7,NA,0.47133758,1,3,9.4,NA,NA,NA
368,0,0,0,15.6,0.018848438,NA,0,NA,NA,NA,NA,NA
369,0,0,0,14.9,-0.020475686,0.496644295,1,2,12.2,1,53.7,4.401639344
370,0,0,0,NA,0.007709094,NA,NA,NA,NA,NA,NA,NA
371,0,1,0,13.8,0.000696791,NA,NA,NA,NA,NA,NA,NA
372,0,0,0,12.9,NA,NA,NA,NA,NA,NA,NA,NA
373,0,0,0,14.6,0.059818642,NA,NA,NA,NA,NA,NA,NA
374,0,0,0,16,-0.030806536,NA,NA,NA,NA,NA,NA,NA
375,0,1,0,14,-0.001785023,NA,NA,NA,NA,NA,NA,NA
376,0,0,0,15.8,-0.015180189,NA,NA,NA,NA,NA,NA,NA
377,0,1,0,16.3,-0.054358558,NA,NA,NA,NA,NA,NA,NA
378,1,1,0,15.2,-0.010064729,NA,NA,NA,NA,NA,NA,NA
379,0,0,0,14.6,0.004849423,NA,NA,NA,NA,NA,NA,NA
380,0,0,0,16.3,-0.065886814,NA,NA,NA,NA,NA,NA,NA
381,0,0,0,15.5,0.007187132,NA,NA,NA,NA,NA,NA,NA
382,0,0,0,15.3,-0.017112824,NA,NA,NA,NA,NA,NA,NA
383,1,0,0,15.9,0.042202606,NA,NA,NA,NA,NA,NA,NA
384,0,0,0,16.8,0.039866571,NA,NA,NA,NA,NA,NA,NA
385,0,0,0,15.2,0.028456872,NA,NA,NA,NA,NA,NA,NA
386,0,0,0,15.8,0.029074366,NA,NA,NA,NA,NA,NA,NA
387,0,0,0,14.2,0.068471868,NA,NA,NA,NA,NA,NA,NA
388,0,0,0,12.1,0.027850492,NA,NA,NA,NA,NA,NA,NA
389,0,1,0,14.5,-0.060896624,NA,NA,NA,NA,NA,NA,NA
390,0,0,0,16.9,-0.007471129,NA,NA,NA,NA,NA,NA,NA
391,0,0,0,16.1,0.010396489,NA,NA,NA,NA,NA,NA,NA
392,0,0,0,12.7,-0.04805751,NA,NA,NA,NA,NA,NA,NA
393,0,0,0,13.7,0.040332247,NA,NA,NA,NA,NA,NA,NA
394,0,0,0,16.3,-0.092952642,NA,NA,NA,NA,NA,NA,NA
395,0,0,0,14.9,0.011813119,NA,NA,NA,NA,NA,NA,NA
396,0,0,0,12.8,0.015001996,NA,NA,NA,NA,NA,NA,NA
397,0,0,0,14.1,0.059933769,NA,NA,NA,NA,NA,NA,NA
398,0,1,0,9.4,0.005735549,NA,NA,NA,NA,NA,NA,NA
399,0,0,0,14.1,0.013145315,NA,NA,NA,NA,NA,NA,NA
400,0,1,0,12,-0.037223522,NA,NA,NA,NA,NA,NA,NA
401,0,1,0,12.2,0.02001688,NA,NA,NA,NA,NA,NA,NA
402,0,1,0,14.5,-0.012642957,NA,NA,NA,NA,NA,NA,NA
403,0,0,0,15.3,NA,NA,NA,NA,NA,NA,NA,NA
404,0,0,0,14.3,-0.024521742,NA,NA,NA,NA,NA,NA,NA
405,0,0,0,16,-0.037409444,NA,NA,NA,NA,NA,NA,NA
406,1,1,0,14.9,0.011192225,NA,NA,NA,NA,NA,NA,NA
407,0,0,0,16,0.034496055,NA,NA,NA,NA,NA,NA,NA
408,0,0,0,14.3,0.005719353,NA,NA,NA,NA,NA,NA,NA
409,1,0,0,15.1,0.075096123,NA,NA,NA,NA,NA,NA,NA
410,0,0,0,14.6,0.136179548,NA,NA,NA,NA,NA,NA,NA
411,0,0,0,14.9,0.053176479,NA,NA,NA,NA,NA,NA,NA
412,0,1,0,16,0.04920126,NA,NA,NA,NA,NA,NA,NA
413,0,1,0,14.9,0.01715893,NA,NA,NA,NA,NA,NA,NA
414,0,0,0,16,-0.000943255,NA,NA,NA,NA,NA,NA,NA
415,0,0,0,16.2,0.007029344,NA,NA,NA,NA,NA,NA,NA
416,0,1,0,14,-0.002838352,NA,NA,NA,NA,NA,NA,NA
417,0,0,0,15.8,-0.036302395,NA,NA,NA,NA,NA,NA,NA
418,0,0,0,14.7,-0.013604107,NA,NA,NA,NA,NA,NA,NA
419,0,0,0,15,0.002649013,NA,NA,NA,NA,NA,NA,NA
420,0,0,0,13.6,0.028522554,NA,NA,NA,NA,NA,NA,NA
421,0,0,0,15.7,0.058790089,NA,NA,NA,NA,NA,NA,NA
422,0,0,0,15.9,-0.002556914,NA,NA,NA,NA,NA,NA,NA
423,0,1,0,15.3,0.09484001,NA,NA,NA,NA,NA,NA,NA
424,0,0,0,14.5,-0.009402902,NA,NA,NA,NA,NA,NA,NA
425,0,0,0,14.4,0.103389246,NA,NA,NA,NA,NA,NA,NA
426,0,1,0,13.5,0.048016593,NA,NA,NA,NA,NA,NA,NA
427,0,0,0,14.4,0.003976941,NA,NA,NA,NA,NA,NA,NA
428,0,1,0,13.2,0.018534574,NA,NA,NA,NA,NA,NA,NA
429,0,0,0,13.5,-0.004985862,NA,NA,NA,NA,NA,NA,NA
430,0,0,0,15.8,0.061603699,NA,NA,NA,NA,NA,NA,NA
431,0,0,0,14.1,0.010058765,NA,NA,NA,NA,NA,NA,NA
432,0,0,0,15.4,0.033505875,NA,NA,NA,NA,NA,NA,NA
433,0,0,0,13.9,-0.012092877,NA,NA,NA,NA,NA,NA,NA
434,0,0,0,15.2,0.003851574,NA,NA,NA,NA,NA,NA,NA
435,1,1,0,14.7,-0.036803912,NA,NA,NA,NA,NA,NA,NA
436,0,0,0,12.8,0.050026827,NA,NA,NA,NA,NA,NA,NA
437,0,0,0,14.1,-0.067357149,NA,NA,NA,NA,NA,NA,NA
438,0,0,0,15.6,-0.00745407,NA,NA,NA,NA,NA,NA,NA
439,0,0,0,15.8,-0.012908195,NA,NA,NA,NA,NA,NA,NA
440,0,0,0,16,0.002437486,NA,NA,NA,NA,NA,NA,NA
441,0,0,0,13.8,0.033846169,NA,NA,NA,NA,NA,NA,NA
442,1,1,0,14.8,NA,NA,NA,NA,NA,NA,NA,NA
443,0,0,0,14.5,-0.045358236,NA,NA,NA,NA,NA,NA,NA
444,0,0,0,15.6,0.057933779,NA,NA,NA,NA,NA,NA,NA
445,0,0,0,13.3,0.022427071,NA,NA,NA,NA,NA,NA,NA
446,0,0,0,15.3,0.000173117,NA,NA,NA,NA,NA,NA,NA
447,0,0,0,12.1,-0.035304599,NA,NA,NA,NA,NA,NA,NA
448,0,0,0,14.5,0.043142433,NA,NA,NA,NA,NA,NA,NA
449,0,0,0,15.1,-0.086304532,NA,NA,NA,NA,NA,NA,NA
450,0,1,0,10,-0.012320576,NA,NA,NA,NA,NA,NA,NA
451,0,0,0,14.8,-0.014273637,NA,NA,NA,NA,NA,NA,NA
452,0,0,0,14.8,-0.072776286,NA,NA,NA,NA,NA,NA,NA
453,0,0,0,15.4,-0.03200821,NA,NA,NA,NA,NA,NA,NA
454,0,0,0,15.5,0.012118455,NA,NA,NA,NA,NA,NA,NA
455,0,0,0,16.6,0.068735408,NA,NA,NA,NA,NA,NA,NA
456,0,1,0,15.8,0.037073439,NA,NA,NA,NA,NA,NA,NA
457,1,1,0,14.6,0.033615055,NA,NA,NA,NA,NA,NA,NA
458,0,0,0,13.4,0.03252252,NA,NA,NA,NA,NA,NA,NA
459,0,1,0,14.4,0.053441706,NA,NA,NA,NA,NA,NA,NA
460,1,1,0,14.8,0.027392527,NA,NA,NA,NA,NA,NA,NA
461,0,0,0,14.2,0.024776718,NA,NA,NA,NA,NA,NA,NA
462,0,0,0,15.2,0.049143248,NA,NA,NA,NA,NA,NA,NA
463,0,0,0,14.1,0.02363133,NA,NA,NA,NA,NA,NA,NA
464,0,0,0,17.1,0.017425002,NA,NA,NA,NA,NA,NA,NA
465,0,1,0,14,0.007336436,NA,NA,NA,NA,NA,NA,NA
466,0,1,0,14.5,0.087852497,NA,NA,NA,NA,NA,NA,NA
467,0,0,0,14.5,0.029405275,NA,NA,NA,NA,NA,NA,NA
468,0,0,0,15.1,0.008753018,NA,NA,NA,NA,NA,NA,NA
469,0,0,0,14.6,-0.002226844,NA,NA,NA,NA,NA,NA,NA
470,0,0,0,15.3,-0.010892867,NA,NA,NA,NA,NA,NA,NA
471,0,0,0,13.8,-0.003894237,NA,NA,NA,NA,NA,NA,NA
472,0,1,0,14.4,-0.00109934,NA,NA,NA,NA,NA,NA,NA
473,0,0,0,13.8,0.032610353,NA,NA,NA,NA,NA,NA,NA
474,0,1,0,15.5,-0.00690739,NA,NA,NA,NA,NA,NA,NA
475,0,1,0,12.6,-0.17853228,NA,NA,NA,NA,NA,NA,NA
476,0,0,0,15.2,0.04027765,NA,NA,NA,NA,NA,NA,NA
477,0,0,0,14.5,0.04624434,NA,NA,NA,NA,NA,NA,NA
478,0,1,0,13.9,0.019996396,NA,NA,NA,NA,NA,NA,NA
479,0,1,0,14.2,0.023297011,NA,NA,NA,NA,NA,NA,NA
480,0,0,0,14.8,-0.060441192,NA,NA,NA,NA,NA,NA,NA
481,0,0,0,14.6,0.003594864,NA,NA,NA,NA,NA,NA,NA
482,1,0,0,15.7,NA,NA,NA,NA,NA,NA,NA,NA
483,0,1,0,10.3,0.009322734,NA,NA,NA,NA,NA,NA,NA
484,0,0,0,18.3,0.052367112,NA,NA,NA,NA,NA,NA,NA
485,0,0,0,15.7,-0.035779598,NA,NA,NA,NA,NA,NA,NA
486,0,0,0,13.8,0.050687801,NA,NA,NA,NA,NA,NA,NA
487,0,0,0,15,-0.043380418,NA,NA,NA,NA,NA,NA,NA
488,0,1,0,14.8,0.04541108,NA,NA,NA,NA,NA,NA,NA
489,0,0,0,16.8,-0.018541425,NA,NA,NA,NA,NA,NA,NA
490,0,0,0,14.8,-0.07815109,NA,NA,NA,NA,NA,NA,NA
491,0,0,0,14.3,0.08630533,NA,NA,NA,NA,NA,NA,NA
492,0,0,0,14.3,-0.009689476,NA,NA,NA,NA,NA,NA,NA
493,0,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA
494,0,0,0,15.5,0.019322632,NA,NA,NA,NA,NA,NA,NA
495,0,0,0,15.4,0.012291595,NA,NA,NA,NA,NA,NA,NA
496,0,0,0,15.7,0.012733369,NA,NA,NA,NA,NA,NA,NA
497,0,0,0,16.4,0.009725314,NA,NA,NA,NA,NA,NA,NA
498,0,0,0,15.8,-0.000210639,NA,NA,NA,NA,NA,NA,NA
499,1,0,0,14.1,0.045863908,NA,NA,NA,NA,NA,NA,NA
500,0,0,0,15.1,0.055062146,NA,NA,NA,NA,NA,NA,NA
501,0,0,0,14.9,-0.018053539,NA,NA,NA,NA,NA,NA,NA
502,0,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA
503,0,0,0,15.9,-0.012030576,NA,NA,NA,NA,NA,NA,NA
504,0,1,0,17.7,0.149027175,NA,NA,NA,NA,NA,NA,NA
505,0,0,0,14,0.044913837,NA,NA,NA,NA,NA,NA,NA
506,0,0,0,11.2,0.043440955,NA,NA,NA,NA,NA,NA,NA
507,0,0,0,16.9,-0.003950484,NA,NA,NA,NA,NA,NA,NA
508,0,0,0,15.4,-0.075489244,NA,NA,NA,NA,NA,NA,NA
509,0,0,0,14.8,0.06372394,NA,NA,NA,NA,NA,NA,NA
510,0,0,0,15.4,0.068814729,NA,NA,NA,NA,NA,NA,NA
511,0,0,0,13.5,-0.022881642,NA,NA,NA,NA,NA,NA,NA
512,0,0,0,15.8,0.071626637,NA,NA,NA,NA,NA,NA,NA
513,0,0,0,15.8,-0.065183165,NA,NA,NA,NA,NA,NA,NA
514,0,0,0,15.3,0.062320944,NA,NA,NA,NA,NA,NA,NA
515,0,0,0,16,0.01187879,NA,NA,NA,NA,NA,NA,NA
516,0,0,0,16.7,0.025819793,NA,NA,NA,NA,NA,NA,NA
517,0,1,0,15.1,0.015008817,NA,NA,NA,NA,NA,NA,NA
518,0,0,0,13.1,0.003447306,NA,NA,NA,NA,NA,NA,NA
519,0,0,0,15.2,-0.053712064,NA,NA,NA,NA,NA,NA,NA
520,0,0,0,14.1,0.047104904,NA,NA,NA,NA,NA,NA,NA
521,0,0,0,16.6,-0.023627922,NA,NA,NA,NA,NA,NA,NA
522,0,1,0,12.5,-0.026801448,NA,NA,NA,NA,NA,NA,NA
523,0,1,0,11.9,-0.124354481,NA,NA,NA,NA,NA,NA,NA
524,0,0,0,13.9,-0.027956241,NA,NA,NA,NA,NA,NA,NA
525,0,0,0,15.3,-0.075838953,NA,NA,NA,NA,NA,NA,NA
526,0,0,0,15.1,-0.01348815,NA,NA,NA,NA,NA,NA,NA
527,0,0,0,15.7,-0.098613142,NA,NA,NA,NA,NA,NA,NA
528,0,0,0,13.3,-0.054463437,NA,NA,NA,NA,NA,NA,NA
529,0,0,0,15.5,-0.059809239,NA,NA,NA,NA,NA,NA,NA
530,0,0,0,13.6,-0.114398932,NA,NA,NA,NA,NA,NA,NA
531,0,1,0,13.9,NA,NA,NA,NA,NA,NA,NA,NA
532,0,0,0,15.2,-0.067076511,NA,NA,NA,NA,NA,NA,NA
533,0,0,0,15.8,-0.071008298,NA,NA,NA,NA,NA,NA,NA
534,0,1,0,15.1,-0.006315497,NA,NA,NA,NA,NA,NA,NA
535,0,1,0,15.7,0.009904392,NA,NA,NA,NA,NA,NA,NA
536,1,0,0,14.4,-0.036382584,NA,NA,NA,NA,NA,NA,NA
537,0,0,0,14.6,-0.063703468,NA,NA,NA,NA,NA,NA,NA
538,0,0,0,15.1,-0.036913932,NA,NA,NA,NA,NA,NA,NA
539,0,1,0,13.7,-0.096933855,NA,NA,NA,NA,NA,NA,NA
540,0,0,0,14.5,-0.014511585,NA,NA,NA,NA,NA,NA,NA
541,0,0,0,16.9,0.003294621,NA,NA,NA,NA,NA,NA,NA
542,1,1,0,14.9,-0.061314556,NA,NA,NA,NA,NA,NA,NA
543,0,0,0,14.7,0.002687396,NA,NA,NA,NA,NA,NA,NA
544,0,0,0,13.4,-0.142327895,NA,NA,NA,NA,NA,NA,NA
545,0,0,0,15.4,NA,NA,NA,NA,NA,NA,NA,NA
546,0,0,0,16.5,-0.046922357,NA,NA,NA,NA,NA,NA,NA
547,0,0,0,15.4,-0.003887379,NA,NA,NA,NA,NA,NA,NA
548,0,0,0,15.5,-0.026939611,NA,NA,NA,NA,NA,NA,NA
549,0,0,0,14.8,-0.023121322,NA,NA,NA,NA,NA,NA,NA
550,0,0,0,15.9,0.018440764,NA,NA,NA,NA,NA,NA,NA
551,1,0,0,14.3,-0.051608907,NA,NA,NA,NA,NA,NA,NA
552,0,0,0,16.1,-0.043631133,NA,NA,NA,NA,NA,NA,NA
553,0,0,0,15.4,0.021609187,NA,NA,NA,NA,NA,NA,NA
554,0,0,0,15.6,0.027928959,NA,NA,NA,NA,NA,NA,NA
555,0,0,0,16.1,0.020647155,NA,NA,NA,NA,NA,NA,NA
556,0,0,0,15.2,0.015939291,NA,NA,NA,NA,NA,NA,NA
557,0,1,0,14.7,0.017228847,NA,NA,NA,NA,NA,NA,NA
558,0,0,0,14.8,-0.044516424,NA,NA,NA,NA,NA,NA,NA
559,1,1,0,13.5,-0.003419156,NA,NA,NA,NA,NA,NA,NA
560,0,1,0,17,-0.060465959,NA,NA,NA,NA,NA,NA,NA
561,0,0,0,14.1,-0.060196439,NA,NA,NA,NA,NA,NA,NA
562,0,0,0,14.4,-0.034580443,NA,NA,NA,NA,NA,NA,NA
563,0,0,0,15.7,-0.014553377,NA,NA,NA,NA,NA,NA,NA
564,0,0,0,14.5,-0.072140041,NA,NA,NA,NA,NA,NA,NA
565,0,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA
566,0,0,0,15.7,NA,NA,NA,NA,NA,NA,NA,NA
567,0,0,0,14.3,NA,NA,NA,NA,NA,NA,NA,NA
568,1,1,0,14.6,NA,NA,NA,NA,NA,NA,NA,NA
569,0,0,0,15.6,NA,NA,NA,NA,NA,NA,NA,NA
570,0,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA
571,0,0,0,14.5,NA,NA,NA,NA,NA,NA,NA,NA
572,0,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA
573,0,0,0,14.4,NA,NA,NA,NA,NA,NA,NA,NA
574,1,0,0,14.8,NA,NA,NA,NA,NA,NA,NA,NA
575,0,0,0,15.2,NA,NA,NA,NA,NA,NA,NA,NA
576,0,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA
577,0,0,0,12.9,NA,NA,NA,NA,NA,NA,NA,NA
578,0,1,0,15.1,NA,NA,NA,NA,NA,NA,NA,NA
579,0,0,0,14.2,NA,NA,NA,NA,NA,NA,NA,NA
580,0,0,0,14.8,NA,NA,NA,NA,NA,NA,NA,NA
581,0,0,0,15.7,NA,NA,NA,NA,NA,NA,NA,NA
582,0,0,0,15.7,NA,NA,NA,NA,NA,NA,NA,NA
583,0,0,0,16.2,NA,NA,NA,NA,NA,NA,NA,NA
584,0,0,0,15.5,NA,NA,NA,NA,NA,NA,NA,NA
585,0,0,0,14.3,NA,NA,NA,NA,NA,NA,NA,NA
586,0,0,0,15.4,NA,NA,NA,NA,NA,NA,NA,NA
587,0,0,0,16.2,NA,NA,NA,NA,NA,NA,NA,NA
588,0,0,0,14.2,NA,NA,NA,NA,NA,NA,NA,NA
589,0,0,0,15.4,NA,NA,NA,NA,NA,NA,NA,NA
590,0,0,0,15.5,NA,NA,NA,NA,NA,NA,NA,NA
591,0,0,0,14.4,NA,NA,NA,NA,NA,NA,NA,NA
592,0,0,0,14.5,NA,NA,NA,NA,NA,NA,NA,NA
593,0,0,0,13.8,NA,NA,NA,NA,NA,NA,NA,NA
594,0,0,0,13.9,NA,NA,NA,NA,NA,NA,NA,NA
595,0,0,0,16.3,NA,NA,NA,NA,NA,NA,NA,NA
596,0,0,0,16.4,NA,NA,NA,NA,NA,NA,NA,NA
597,0,0,0,13.1,NA,NA,NA,NA,NA,NA,NA,NA
598,0,1,0,13.2,NA,NA,NA,NA,NA,NA,NA,NA
599,0,0,0,15.8,NA,NA,NA,NA,NA,NA,NA,NA
600,0,0,0,15.5,NA,NA,NA,NA,NA,NA,NA,NA
601,0,0,0,15.5,NA,NA,NA,NA,NA,NA,NA,NA
602,0,1,0,10.4,NA,NA,NA,NA,NA,NA,NA,NA
603,0,1,1,13.3,NA,NA,NA,NA,NA,NA,NA,NA
604,0,0,0,12.9,NA,NA,NA,NA,NA,NA,NA,NA
605,0,0,0,14.8,NA,NA,NA,NA,NA,NA,NA,NA
606,0,0,0,15.7,NA,NA,NA,NA,NA,NA,NA,NA
607,0,1,0,14.3,NA,NA,NA,NA,NA,NA,NA,NA
608,0,0,0,16.3,NA,NA,NA,NA,NA,NA,NA,NA
609,0,0,0,14.5,NA,NA,NA,NA,NA,NA,NA,NA
610,0,0,0,13.8,NA,NA,NA,NA,NA,NA,NA,NA
611,0,0,0,15.6,NA,NA,NA,NA,NA,NA,NA,NA
612,0,0,0,15.1,NA,NA,NA,NA,NA,NA,NA,NA
613,0,1,0,12.4,NA,NA,NA,NA,NA,NA,NA,NA
614,0,1,0,15,NA,NA,NA,NA,NA,NA,NA,NA
615,0,0,0,14.6,NA,NA,NA,NA,NA,NA,NA,NA
616,0,0,0,15.1,NA,NA,NA,NA,NA,NA,NA,NA
617,0,0,0,16.3,NA,NA,NA,NA,NA,NA,NA,NA
618,0,0,0,15.3,NA,NA,NA,NA,NA,NA,NA,NA
619,0,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA
620,0,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA
621,0,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA
622,0,1,0,14.6,NA,NA,NA,NA,NA,NA,NA,NA
623,0,1,0,14.9,NA,NA,NA,NA,NA,NA,NA,NA
624,0,0,0,15.4,NA,NA,NA,NA,NA,NA,NA,NA
625,0,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA
626,0,0,0,15.8,NA,NA,NA,NA,NA,NA,NA,NA
627,1,0,0,15.6,NA,NA,NA,NA,NA,NA,NA,NA
628,0,0,0,14.2,NA,NA,NA,NA,NA,NA,NA,NA
629,0,0,0,9.7,NA,NA,NA,NA,NA,NA,NA,NA
630,0,0,0,15.3,NA,NA,NA,NA,NA,NA,NA,NA
631,1,1,0,15.3,NA,NA,NA,NA,NA,NA,NA,NA
632,0,0,0,14.5,NA,NA,NA,NA,NA,NA,NA,NA
633,0,0,0,11.6,NA,NA,NA,NA,NA,NA,NA,NA
634,0,0,0,15.2,NA,NA,NA,NA,NA,NA,NA,NA
635,0,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA
636,0,0,0,14.5,NA,NA,NA,NA,NA,NA,NA,NA
637,0,0,0,15.3,NA,NA,NA,NA,NA,NA,NA,NA
638,0,1,0,15.6,NA,NA,NA,NA,NA,NA,NA,NA
639,0,0,0,15.7,NA,NA,NA,NA,NA,NA,NA,NA
640,0,1,0,11.7,NA,NA,NA,NA,NA,NA,NA,NA
641,1,1,0,12.5,NA,NA,NA,NA,NA,NA,NA,NA
642,0,0,0,14.5,NA,NA,NA,NA,NA,NA,NA,NA
643,0,0,0,15.5,NA,NA,NA,NA,NA,NA,NA,NA
644,0,0,0,16.4,NA,NA,NA,NA,NA,NA,NA,NA
645,0,0,0,17.1,NA,NA,NA,NA,NA,NA,NA,NA
646,0,1,0,15.5,NA,NA,NA,NA,NA,NA,NA,NA
647,0,0,0,14.8,NA,NA,NA,NA,NA,NA,NA,NA
648,0,0,0,16.1,NA,NA,NA,NA,NA,NA,NA,NA
649,NA,NA,NA,15.2,NA,NA,NA,NA,NA,NA,NA,NA
650,NA,NA,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA
651,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA
652,NA,NA,NA,16.1,NA,NA,NA,NA,NA,NA,NA,NA
